,time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),precipitation (mm),rain (mm),direct_radiation (W/m²),windspeed_10m (km/h),winddirection_10m (°),et0_fao_evapotranspiration (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),year
2400,1992-04-10 00:00:00,5.3,68,-0.2,999.0,0.0,0.0,0.0,9.8,24.0,0.02,5.7,0.345,1992
2401,1992-04-10 01:00:00,5.0,69,-0.2,998.6,0.0,0.0,0.0,10.1,27.0,0.02,5.2,0.345,1992
2402,1992-04-10 02:00:00,5.2,69,0.0,998.6,0.0,0.0,0.0,10.6,28.0,0.02,5.3,0.345,1992
2403,1992-04-10 03:00:00,4.6,73,0.2,998.2,0.0,0.0,0.0,10.5,31.0,0.01,4.9,0.345,1992
2404,1992-04-10 04:00:00,4.8,75,0.6,998.0,0.0,0.0,0.0,10.5,31.0,0.01,4.9,0.345,1992
2405,1992-04-10 05:00:00,4.8,75,0.8,997.7,0.0,0.0,0.0,10.5,31.0,0.01,4.9,0.345,1992
2406,1992-04-10 06:00:00,5.0,76,1.1,997.9,0.0,0.0,4.0,11.8,31.0,0.03,4.8,0.345,1992
2407,1992-04-10 07:00:00,6.7,70,1.6,997.6,0.0,0.0,73.0,12.5,33.0,0.06,5.6,0.345,1992
2408,1992-04-10 08:00:00,6.5,69,1.1,997.4,0.0,0.0,194.0,15.4,37.0,0.12,5.1,0.345,1992
2409,1992-04-10 09:00:00,9.6,54,0.8,997.3,0.0,0.0,361.0,19.1,43.0,0.22,8.1,0.344,1992
2410,1992-04-10 10:00:00,11.1,48,0.4,997.1,0.0,0.0,502.0,23.9,45.0,0.29,9.8,0.343,1992
2411,1992-04-10 11:00:00,13.5,37,-1.1,997.1,0.0,0.0,527.0,22.4,45.0,0.37,11.8,0.341,1992
2412,1992-04-10 12:00:00,13.2,36,-1.4,996.5,0.0,0.0,438.0,23.7,47.0,0.36,11.6,0.339,1992
2413,1992-04-10 13:00:00,13.7,34,-1.8,995.8,0.0,0.0,439.0,23.4,47.0,0.38,11.9,0.338,1992
2414,1992-04-10 14:00:00,13.9,32,-2.4,995.6,0.0,0.0,485.0,23.5,50.0,0.37,12.2,0.337,1992
2415,1992-04-10 15:00:00,14.1,32,-2.5,995.2,0.0,0.0,205.0,23.7,49.0,0.32,12.2,0.336,1992
2416,1992-04-10 16:00:00,13.7,34,-1.9,995.0,0.0,0.0,272.0,23.5,49.0,0.28,12.0,0.335,1992
2417,1992-04-10 17:00:00,13.6,35,-1.6,995.2,0.0,0.0,175.0,19.6,43.0,0.22,11.6,0.334,1992
2418,1992-04-10 18:00:00,12.3,36,-2.3,995.1,0.0,0.0,54.0,17.4,34.0,0.14,10.9,0.334,1992
2419,1992-04-10 19:00:00,11.2,41,-1.6,995.5,0.0,0.0,2.0,17.2,29.0,0.11,10.7,0.334,1992
2420,1992-04-10 20:00:00,11.4,41,-1.3,995.9,0.0,0.0,0.0,17.4,27.0,0.09,11.2,0.334,1992
2421,1992-04-10 21:00:00,10.3,45,-1.1,996.5,0.0,0.0,0.0,16.8,28.0,0.08,10.2,0.334,1992
2422,1992-04-10 22:00:00,8.6,48,-1.9,996.4,0.0,0.0,0.0,15.3,30.0,0.07,8.7,0.334,1992
2423,1992-04-10 23:00:00,6.7,58,-1.1,995.5,0.0,0.0,0.0,12.6,24.0,0.04,6.9,0.334,1992
6552,1992-09-30 00:00:00,16.5,78,12.7,991.3,0.0,0.0,0.0,6.9,276.0,0.01,17.2,0.155,1992
6553,1992-09-30 01:00:00,15.5,83,12.7,991.5,0.0,0.0,0.0,6.4,297.0,0.0,16.8,0.155,1992
6554,1992-09-30 02:00:00,15.6,83,12.8,991.5,0.2,0.2,0.0,7.1,294.0,0.0,16.7,0.155,1992
6555,1992-09-30 03:00:00,15.2,85,12.7,991.7,0.2,0.2,0.0,7.7,298.0,0.0,16.3,0.16,1992
6556,1992-09-30 04:00:00,14.4,87,12.3,991.9,0.2,0.2,0.0,7.6,295.0,0.0,15.6,0.165,1992
6557,1992-09-30 05:00:00,14.6,89,12.8,992.1,0.3,0.3,0.0,6.8,288.0,0.0,15.9,0.169,1992
6558,1992-09-30 06:00:00,14.5,91,13.0,992.3,0.2,0.2,0.0,6.2,277.0,0.0,15.9,0.172,1992
6559,1992-09-30 07:00:00,14.5,92,13.2,993.2,0.2,0.2,2.0,6.5,276.0,0.02,15.7,0.175,1992
6560,1992-09-30 08:00:00,14.3,93,13.3,993.5,0.0,0.0,0.0,5.9,281.0,0.03,15.2,0.177,1992
6561,1992-09-30 09:00:00,15.4,91,14.0,994.4,0.0,0.0,0.0,4.5,284.0,0.04,16.0,0.177,1992
6562,1992-09-30 10:00:00,15.8,89,14.0,995.2,0.0,0.0,4.0,3.4,288.0,0.07,16.4,0.177,1992
6563,1992-09-30 11:00:00,19.0,74,14.3,995.8,0.0,0.0,23.0,2.2,279.0,0.12,18.7,0.178,1992
6564,1992-09-30 12:00:00,19.9,65,13.1,995.8,0.0,0.0,204.0,2.2,279.0,0.25,19.0,0.178,1992
6565,1992-09-30 13:00:00,20.1,63,12.8,995.7,0.1,0.1,316.0,4.1,308.0,0.3,20.0,0.179,1992
6566,1992-09-30 14:00:00,20.1,60,12.1,995.9,0.0,0.0,214.0,4.7,328.0,0.25,20.7,0.179,1992
6567,1992-09-30 15:00:00,20.3,59,12.0,995.6,0.0,0.0,215.0,4.9,343.0,0.21,21.0,0.179,1992
6568,1992-09-30 16:00:00,19.7,59,11.6,995.8,0.0,0.0,124.0,4.0,5.0,0.14,20.8,0.178,1992
6569,1992-09-30 17:00:00,19.3,65,12.5,996.3,0.0,0.0,49.0,2.6,16.0,0.06,20.2,0.178,1992
6570,1992-09-30 18:00:00,17.2,69,11.4,996.5,0.0,0.0,2.0,3.4,58.0,0.03,18.7,0.178,1992
6571,1992-09-30 19:00:00,17.0,65,10.3,997.0,0.0,0.0,0.0,5.4,90.0,0.01,17.6,0.178,1992
6572,1992-09-30 20:00:00,17.2,59,9.2,997.1,0.0,0.0,0.0,7.2,90.0,0.03,17.7,0.178,1992
6573,1992-09-30 21:00:00,16.0,59,8.0,997.9,0.0,0.0,0.0,7.6,82.0,0.03,16.5,0.178,1992
6574,1992-09-30 22:00:00,14.8,61,7.4,998.2,0.0,0.0,0.0,8.4,83.0,0.03,15.4,0.178,1992
6575,1992-09-30 23:00:00,14.3,61,7.0,998.4,0.0,0.0,0.0,8.0,85.0,0.03,14.9,0.18,1992
11160,1993-04-10 00:00:00,4.1,81,1.2,995.6,0.0,0.0,0.0,7.0,69.0,0.0,4.4,0.359,1993
11161,1993-04-10 01:00:00,3.1,85,0.9,994.9,0.0,0.0,0.0,6.6,68.0,0.0,3.9,0.358,1993
11162,1993-04-10 02:00:00,2.6,87,0.7,994.9,0.0,0.0,0.0,6.6,41.0,0.0,3.9,0.358,1993
11163,1993-04-10 03:00:00,2.1,88,0.4,994.7,0.0,0.0,0.0,6.3,24.0,0.0,3.6,0.358,1993
11164,1993-04-10 04:00:00,2.0,90,0.6,994.6,0.0,0.0,0.0,6.3,24.0,0.0,3.4,0.357,1993
11165,1993-04-10 05:00:00,1.8,91,0.5,994.6,0.0,0.0,0.0,6.5,19.0,0.0,3.2,0.357,1993
11166,1993-04-10 06:00:00,2.7,91,1.4,995.0,0.0,0.0,3.0,6.8,18.0,0.01,3.2,0.357,1993
11167,1993-04-10 07:00:00,4.4,87,2.5,995.3,0.0,0.0,55.0,6.9,28.0,0.04,3.8,0.356,1993
11168,1993-04-10 08:00:00,4.8,84,2.4,995.5,0.0,0.0,181.0,7.4,43.0,0.1,3.8,0.356,1993
11169,1993-04-10 09:00:00,7.6,73,3.0,995.7,0.0,0.0,296.0,6.7,54.0,0.18,6.5,0.355,1993
11170,1993-04-10 10:00:00,8.9,69,3.4,995.5,0.0,0.0,383.0,6.3,66.0,0.24,7.9,0.354,1993
11171,1993-04-10 11:00:00,13.1,56,4.5,994.9,0.0,0.0,489.0,4.1,45.0,0.35,11.4,0.353,1993
11172,1993-04-10 12:00:00,13.2,55,4.3,994.7,0.0,0.0,527.0,2.5,45.0,0.38,11.6,0.351,1993
11173,1993-04-10 13:00:00,13.5,53,4.2,993.4,0.0,0.0,484.0,2.4,27.0,0.37,12.5,0.35,1993
11174,1993-04-10 14:00:00,13.7,52,4.2,992.9,0.0,0.0,313.0,3.1,36.0,0.3,12.9,0.349,1993
11175,1993-04-10 15:00:00,14.7,50,4.4,992.1,0.0,0.0,229.0,3.5,66.0,0.27,13.1,0.347,1993
11176,1993-04-10 16:00:00,13.9,54,4.7,991.4,0.0,0.0,50.0,7.0,78.0,0.17,12.6,0.347,1993
11177,1993-04-10 17:00:00,14.0,54,4.9,990.8,0.0,0.0,10.0,8.7,85.0,0.11,11.9,0.346,1993
11178,1993-04-10 18:00:00,13.1,60,5.5,990.2,0.0,0.0,2.0,7.6,95.0,0.07,11.3,0.346,1993
11179,1993-04-10 19:00:00,11.8,67,5.9,990.4,0.0,0.0,0.0,6.8,115.0,0.04,11.0,0.346,1993
11180,1993-04-10 20:00:00,11.7,69,6.2,990.2,0.0,0.0,0.0,6.1,135.0,0.01,11.3,0.348,1993
11181,1993-04-10 21:00:00,10.8,76,6.7,990.5,0.1,0.1,0.0,5.0,150.0,0.0,10.6,0.35,1993
11182,1993-04-10 22:00:00,9.3,84,6.6,990.1,0.3,0.3,0.0,4.6,162.0,0.0,9.3,0.355,1993
11183,1993-04-10 23:00:00,8.4,90,6.8,989.7,0.7,0.7,0.0,4.8,167.0,0.0,8.6,0.357,1993
15312,1993-09-30 00:00:00,11.6,89,9.9,994.9,0.1,0.1,0.0,8.6,338.0,0.0,12.6,0.398,1993
15313,1993-09-30 01:00:00,11.4,91,10.0,995.0,0.0,0.0,0.0,7.6,335.0,0.0,12.4,0.395,1993
15314,1993-09-30 02:00:00,12.0,90,10.5,995.7,0.0,0.0,0.0,6.3,329.0,0.0,12.9,0.392,1993
15315,1993-09-30 03:00:00,11.6,90,10.0,995.8,0.0,0.0,0.0,4.4,325.0,0.0,12.5,0.389,1993
15316,1993-09-30 04:00:00,11.5,91,10.1,995.8,0.0,0.0,0.0,3.9,326.0,0.0,12.5,0.386,1993
15317,1993-09-30 05:00:00,11.7,92,10.5,996.0,0.0,0.0,0.0,3.4,328.0,0.0,12.8,0.384,1993
15318,1993-09-30 06:00:00,10.6,95,9.8,996.3,0.0,0.0,0.0,2.9,7.0,0.0,12.6,0.382,1993
15319,1993-09-30 07:00:00,10.8,92,9.5,996.8,0.0,0.0,20.0,2.6,34.0,0.01,11.6,0.38,1993
15320,1993-09-30 08:00:00,10.2,87,8.2,997.4,0.0,0.0,98.0,3.4,72.0,0.07,10.9,0.378,1993
15321,1993-09-30 09:00:00,10.7,83,7.9,998.0,0.0,0.0,206.0,4.3,90.0,0.15,11.4,0.376,1993
15322,1993-09-30 10:00:00,12.7,74,8.1,998.2,0.0,0.0,272.0,3.9,112.0,0.21,13.5,0.374,1993
15323,1993-09-30 11:00:00,15.7,60,8.0,998.7,0.0,0.0,346.0,4.1,135.0,0.28,16.1,0.373,1993
15324,1993-09-30 12:00:00,15.5,62,8.2,998.5,0.0,0.0,224.0,5.4,160.0,0.24,16.0,0.371,1993
15325,1993-09-30 13:00:00,15.5,63,8.6,998.0,0.0,0.0,179.0,5.8,180.0,0.22,16.3,0.369,1993
15326,1993-09-30 14:00:00,15.4,64,8.6,997.7,0.0,0.0,74.0,6.5,186.0,0.16,16.4,0.367,1993
15327,1993-09-30 15:00:00,15.8,65,9.3,997.6,0.0,0.0,37.0,7.2,180.0,0.13,16.3,0.366,1993
15328,1993-09-30 16:00:00,15.3,67,9.2,997.2,0.0,0.0,27.0,7.7,152.0,0.09,15.9,0.365,1993
15329,1993-09-30 17:00:00,15.5,65,8.9,997.5,0.0,0.0,7.0,7.9,137.0,0.07,15.6,0.363,1993
15330,1993-09-30 18:00:00,14.3,72,9.3,997.1,0.0,0.0,1.0,6.6,131.0,0.04,14.8,0.363,1993
15331,1993-09-30 19:00:00,13.0,77,9.0,997.5,0.0,0.0,0.0,5.6,130.0,0.0,13.9,0.362,1993
15332,1993-09-30 20:00:00,12.7,78,9.1,997.5,0.0,0.0,0.0,5.1,141.0,0.0,13.7,0.361,1993
15333,1993-09-30 21:00:00,10.9,86,8.6,997.4,0.0,0.0,0.0,6.0,147.0,0.0,12.6,0.36,1993
15334,1993-09-30 22:00:00,10.7,88,8.7,997.3,0.0,0.0,0.0,6.0,147.0,0.0,11.9,0.36,1993
15335,1993-09-30 23:00:00,10.9,87,8.8,997.8,0.0,0.0,0.0,6.1,140.0,0.0,12.0,0.359,1993
19920,1994-04-10 00:00:00,7.5,84,5.0,978.7,0.3,0.3,0.0,7.3,123.0,0.0,8.3,0.358,1994
19921,1994-04-10 01:00:00,7.3,86,5.1,977.6,0.4,0.4,0.0,10.0,120.0,0.0,8.2,0.361,1994
19922,1994-04-10 02:00:00,7.1,87,5.1,976.8,0.5,0.5,0.0,10.2,132.0,0.0,8.1,0.365,1994
19923,1994-04-10 03:00:00,7.2,91,5.8,976.3,0.7,0.7,0.0,7.4,141.0,0.0,8.2,0.374,1994
19924,1994-04-10 04:00:00,6.8,92,5.6,975.9,0.5,0.5,0.0,5.7,145.0,0.0,7.8,0.381,1994
19925,1994-04-10 05:00:00,7.0,93,5.9,976.1,0.0,0.0,0.0,1.8,191.0,0.0,8.1,0.381,1994
19926,1994-04-10 06:00:00,6.7,94,5.8,976.3,0.0,0.0,3.0,2.4,243.0,0.01,8.0,0.38,1994
19927,1994-04-10 07:00:00,8.4,88,6.6,977.1,0.0,0.0,59.0,2.1,301.0,0.04,8.6,0.379,1994
19928,1994-04-10 08:00:00,9.0,81,6.0,977.6,0.0,0.0,130.0,2.6,254.0,0.1,8.5,0.378,1994
19929,1994-04-10 09:00:00,9.4,71,4.5,977.9,0.0,0.0,262.0,4.6,225.0,0.18,8.5,0.377,1994
19930,1994-04-10 10:00:00,9.9,64,3.4,978.0,0.0,0.0,314.0,6.4,223.0,0.22,9.0,0.376,1994
19931,1994-04-10 11:00:00,11.4,60,4.0,979.2,0.0,0.0,329.0,7.2,217.0,0.26,11.3,0.374,1994
19932,1994-04-10 12:00:00,11.8,60,4.3,978.9,0.0,0.0,459.0,6.2,201.0,0.32,12.4,0.373,1994
19933,1994-04-10 13:00:00,12.1,59,4.4,979.1,0.0,0.0,360.0,7.6,180.0,0.31,13.4,0.372,1994
19934,1994-04-10 14:00:00,11.6,60,4.0,979.1,0.1,0.1,242.0,6.8,162.0,0.24,13.5,0.371,1994
19935,1994-04-10 15:00:00,9.9,71,5.0,979.1,1.5,1.5,143.0,6.0,147.0,0.17,13.1,0.391,1994
19936,1994-04-10 16:00:00,8.2,81,5.1,979.0,0.7,0.7,68.0,3.6,135.0,0.09,12.0,0.397,1994
19937,1994-04-10 17:00:00,8.7,76,4.8,979.1,0.2,0.2,36.0,3.5,66.0,0.07,11.2,0.395,1994
19938,1994-04-10 18:00:00,8.4,81,5.3,979.6,0.0,0.0,6.0,3.7,61.0,0.04,10.4,0.393,1994
19939,1994-04-10 19:00:00,7.7,86,5.5,980.0,0.0,0.0,0.0,6.1,40.0,0.02,9.6,0.391,1994
19940,1994-04-10 20:00:00,7.6,86,5.4,979.9,0.6,0.6,0.0,9.0,37.0,0.0,9.3,0.39,1994
19941,1994-04-10 21:00:00,7.6,87,5.7,979.8,0.7,0.7,0.0,11.0,38.0,0.0,9.0,0.39,1994
19942,1994-04-10 22:00:00,6.9,94,6.0,979.5,0.8,0.8,0.0,13.5,42.0,0.0,8.2,0.39,1994
19943,1994-04-10 23:00:00,8.2,95,7.5,979.4,0.6,0.6,0.0,14.0,55.0,0.0,9.2,0.413,1994
24072,1994-09-30 00:00:00,15.8,90,14.1,1001.6,0.0,0.0,0.0,3.9,326.0,0.0,15.4,0.24,1994
24073,1994-09-30 01:00:00,14.7,93,13.5,1001.1,0.0,0.0,0.0,4.5,331.0,0.0,15.2,0.24,1994
24074,1994-09-30 02:00:00,14.6,94,13.6,1000.9,0.0,0.0,0.0,4.1,322.0,0.0,15.3,0.24,1994
24075,1994-09-30 03:00:00,14.3,94,13.4,1000.6,0.0,0.0,0.0,4.3,312.0,0.0,14.8,0.24,1994
24076,1994-09-30 04:00:00,14.5,95,13.6,1000.9,0.0,0.0,0.0,3.6,315.0,0.0,14.8,0.24,1994
24077,1994-09-30 05:00:00,14.6,95,13.7,1000.7,0.0,0.0,0.0,3.6,307.0,0.0,14.9,0.24,1994
24078,1994-09-30 06:00:00,14.5,94,13.6,1000.8,0.0,0.0,0.0,3.2,297.0,0.0,14.8,0.24,1994
24079,1994-09-30 07:00:00,15.7,94,14.7,1001.2,0.0,0.0,21.0,3.2,297.0,0.02,15.5,0.24,1994
24080,1994-09-30 08:00:00,15.6,92,14.4,1001.4,0.0,0.0,46.0,2.5,315.0,0.07,14.2,0.24,1994
24081,1994-09-30 09:00:00,18.1,82,14.9,1001.9,0.0,0.0,76.0,1.6,333.0,0.14,16.0,0.24,1994
24082,1994-09-30 10:00:00,19.6,77,15.6,1002.0,0.0,0.0,224.0,0.5,45.0,0.25,17.6,0.239,1994
24083,1994-09-30 11:00:00,22.8,70,17.0,1001.9,0.0,0.0,349.0,2.3,162.0,0.34,21.6,0.241,1994
24084,1994-09-30 12:00:00,23.3,67,16.8,1001.7,0.0,0.0,349.0,5.4,176.0,0.36,22.0,0.24,1994
24085,1994-09-30 13:00:00,23.9,66,17.0,1001.2,0.0,0.0,362.0,5.5,191.0,0.35,22.7,0.239,1994
24086,1994-09-30 14:00:00,24.2,64,16.9,1000.6,0.0,0.0,302.0,4.7,212.0,0.31,23.1,0.238,1994
24087,1994-09-30 15:00:00,24.6,62,16.8,999.9,0.0,0.0,305.0,4.1,218.0,0.28,23.4,0.237,1994
24088,1994-09-30 16:00:00,23.7,65,16.8,999.7,0.0,0.0,198.0,3.5,204.0,0.18,23.0,0.237,1994
24089,1994-09-30 17:00:00,23.6,70,17.8,999.5,0.0,0.0,69.0,3.4,122.0,0.08,22.6,0.237,1994
24090,1994-09-30 18:00:00,21.4,78,17.4,999.3,0.0,0.0,4.0,5.7,108.0,0.03,21.7,0.237,1994
24091,1994-09-30 19:00:00,19.2,87,16.9,999.6,0.0,0.0,0.0,7.2,127.0,0.0,19.5,0.237,1994
24092,1994-09-30 20:00:00,19.4,86,17.0,999.4,0.0,0.0,0.0,6.8,148.0,0.0,19.4,0.237,1994
24093,1994-09-30 21:00:00,19.1,85,16.5,999.3,0.0,0.0,0.0,6.3,167.0,0.0,18.4,0.237,1994
24094,1994-09-30 22:00:00,18.5,87,16.3,999.2,0.0,0.0,0.0,6.1,183.0,0.0,17.9,0.237,1994
24095,1994-09-30 23:00:00,16.4,91,15.0,998.9,0.0,0.0,0.0,6.1,208.0,0.0,16.5,0.237,1994
28680,1995-04-10 00:00:00,2.9,64,-3.3,997.7,0.0,0.0,0.0,2.5,360.0,0.0,2.5,0.344,1995
28681,1995-04-10 01:00:00,1.7,72,-2.8,997.8,0.0,0.0,0.0,5.0,270.0,0.0,2.5,0.344,1995
28682,1995-04-10 02:00:00,0.7,79,-2.5,997.2,0.0,0.0,0.0,5.9,259.0,0.0,2.4,0.343,1995
28683,1995-04-10 03:00:00,0.0,84,-2.4,997.3,0.0,0.0,0.0,5.9,259.0,0.0,2.1,0.343,1995
28684,1995-04-10 04:00:00,0.0,82,-2.6,997.1,0.0,0.0,0.0,5.9,259.0,0.0,2.2,0.343,1995
28685,1995-04-10 05:00:00,0.4,80,-2.7,997.0,0.0,0.0,0.0,6.7,254.0,0.0,2.3,0.343,1995
28686,1995-04-10 06:00:00,1.5,78,-2.0,997.3,0.0,0.0,5.0,6.0,245.0,0.01,2.2,0.343,1995
28687,1995-04-10 07:00:00,3.8,64,-2.4,997.3,0.0,0.0,77.0,6.6,229.0,0.05,2.9,0.343,1995
28688,1995-04-10 08:00:00,5.1,62,-1.5,997.5,0.0,0.0,202.0,6.2,216.0,0.11,3.0,0.342,1995
28689,1995-04-10 09:00:00,7.5,51,-2.0,997.5,0.0,0.0,192.0,8.3,214.0,0.18,5.5,0.341,1995
28690,1995-04-10 10:00:00,8.4,47,-2.3,997.2,0.0,0.0,95.0,8.9,212.0,0.17,6.6,0.341,1995
28691,1995-04-10 11:00:00,11.3,41,-1.5,997.1,0.0,0.0,178.0,7.9,219.0,0.25,9.1,0.339,1995
28692,1995-04-10 12:00:00,12.0,41,-1.0,996.3,0.0,0.0,377.0,8.5,234.0,0.32,9.7,0.338,1995
28693,1995-04-10 13:00:00,13.6,37,-0.7,995.5,0.0,0.0,559.0,10.5,276.0,0.39,11.1,0.336,1995
28694,1995-04-10 14:00:00,14.0,36,-0.8,994.6,0.0,0.0,327.0,11.8,290.0,0.32,11.6,0.336,1995
28695,1995-04-10 15:00:00,14.2,36,-0.6,994.1,0.0,0.0,216.0,9.2,291.0,0.27,11.7,0.335,1995
28696,1995-04-10 16:00:00,14.0,37,-0.4,994.0,0.0,0.0,216.0,9.9,289.0,0.23,11.7,0.334,1995
28697,1995-04-10 17:00:00,13.6,42,0.9,994.6,0.0,0.0,96.0,6.6,283.0,0.14,11.3,0.334,1995
28698,1995-04-10 18:00:00,12.0,49,1.5,994.6,0.0,0.0,30.0,3.2,243.0,0.06,10.6,0.334,1995
28699,1995-04-10 19:00:00,10.6,55,1.9,995.1,0.0,0.0,1.0,3.4,252.0,0.03,10.2,0.334,1995
28700,1995-04-10 20:00:00,10.0,57,2.0,995.9,0.0,0.0,0.0,1.6,333.0,0.0,9.9,0.334,1995
28701,1995-04-10 21:00:00,8.6,63,1.9,996.8,0.0,0.0,0.0,6.4,52.0,0.01,8.3,0.334,1995
28702,1995-04-10 22:00:00,8.9,63,2.2,997.3,0.0,0.0,0.0,7.9,66.0,0.02,7.5,0.333,1995
28703,1995-04-10 23:00:00,7.6,72,2.9,997.7,0.0,0.0,0.0,8.4,83.0,0.01,7.7,0.333,1995
32832,1995-09-30 00:00:00,4.0,97,3.6,998.8,0.0,0.0,0.0,7.2,267.0,0.0,6.8,0.37,1995
32833,1995-09-30 01:00:00,3.4,99,3.2,998.4,0.0,0.0,0.0,7.2,270.0,0.0,6.2,0.369,1995
32834,1995-09-30 02:00:00,3.2,99,3.0,998.5,0.0,0.0,0.0,7.2,267.0,0.0,6.0,0.368,1995
32835,1995-09-30 03:00:00,2.7,99,2.5,998.2,0.0,0.0,0.0,6.9,264.0,0.0,5.7,0.368,1995
32836,1995-09-30 04:00:00,2.7,98,2.4,998.0,0.0,0.0,0.0,7.1,255.0,0.0,5.8,0.367,1995
32837,1995-09-30 05:00:00,2.7,97,2.2,997.9,0.0,0.0,0.0,7.2,252.0,0.0,5.8,0.366,1995
32838,1995-09-30 06:00:00,2.4,95,1.7,997.7,0.0,0.0,0.0,7.5,253.0,0.0,5.6,0.366,1995
32839,1995-09-30 07:00:00,4.8,88,3.0,998.3,0.0,0.0,31.0,7.9,254.0,0.02,5.8,0.365,1995
32840,1995-09-30 08:00:00,6.0,83,3.3,998.2,0.0,0.0,138.0,6.3,246.0,0.07,5.7,0.365,1995
32841,1995-09-30 09:00:00,9.8,72,4.9,998.7,0.0,0.0,282.0,6.4,232.0,0.16,8.3,0.364,1995
32842,1995-09-30 10:00:00,11.3,64,4.7,998.5,0.0,0.0,413.0,8.1,225.0,0.24,9.3,0.363,1995
32843,1995-09-30 11:00:00,16.0,44,3.6,998.4,0.0,0.0,475.0,10.0,229.0,0.34,13.9,0.361,1995
32844,1995-09-30 12:00:00,16.4,41,3.2,997.8,0.2,0.2,480.0,11.6,240.0,0.36,14.2,0.36,1995
32845,1995-09-30 13:00:00,16.3,42,3.5,997.0,0.0,0.0,359.0,12.0,237.0,0.32,14.3,0.36,1995
32846,1995-09-30 14:00:00,16.3,42,3.3,996.2,0.0,0.0,182.0,14.0,247.0,0.27,14.2,0.359,1995
32847,1995-09-30 15:00:00,15.8,47,4.6,996.1,0.0,0.0,101.0,14.1,251.0,0.2,14.1,0.359,1995
32848,1995-09-30 16:00:00,15.0,54,5.6,995.5,0.0,0.0,33.0,11.6,244.0,0.13,13.7,0.359,1995
32849,1995-09-30 17:00:00,15.1,52,5.4,995.1,0.0,0.0,4.0,9.4,238.0,0.09,13.6,0.358,1995
32850,1995-09-30 18:00:00,13.2,64,6.6,994.8,0.0,0.0,0.0,9.2,239.0,0.05,13.0,0.358,1995
32851,1995-09-30 19:00:00,11.0,73,6.3,994.7,0.0,0.0,0.0,9.7,243.0,0.02,11.1,0.357,1995
32852,1995-09-30 20:00:00,10.6,76,6.6,994.5,0.0,0.0,0.0,9.7,239.0,0.01,10.7,0.357,1995
32853,1995-09-30 21:00:00,9.4,81,6.4,994.0,0.0,0.0,0.0,9.9,237.0,0.01,10.0,0.357,1995
32854,1995-09-30 22:00:00,8.1,84,5.5,993.4,0.0,0.0,0.0,9.7,239.0,0.0,8.7,0.356,1995
32855,1995-09-30 23:00:00,7.2,87,5.2,993.3,0.0,0.0,0.0,9.7,239.0,0.0,7.8,0.356,1995
37464,1996-04-10 00:00:00,8.4,86,6.2,998.9,0.0,0.0,0.0,5.5,148.0,0.0,9.7,0.363,1996
37465,1996-04-10 01:00:00,7.6,88,5.8,998.4,0.0,0.0,0.0,5.8,150.0,0.0,9.3,0.363,1996
37466,1996-04-10 02:00:00,7.3,89,5.7,997.9,0.0,0.0,0.0,6.2,144.0,0.0,9.1,0.363,1996
37467,1996-04-10 03:00:00,6.2,91,4.9,997.7,0.0,0.0,0.0,6.5,146.0,0.0,8.1,0.363,1996
37468,1996-04-10 04:00:00,6.5,92,5.2,997.4,0.0,0.0,0.0,6.0,147.0,0.0,8.2,0.363,1996
37469,1996-04-10 05:00:00,6.4,93,5.3,997.4,0.0,0.0,0.0,5.9,142.0,0.0,8.0,0.362,1996
37470,1996-04-10 06:00:00,6.4,93,5.4,997.5,0.0,0.0,5.0,3.3,131.0,0.01,7.6,0.362,1996
37471,1996-04-10 07:00:00,8.2,86,6.0,997.8,0.0,0.0,77.0,3.6,96.0,0.05,7.4,0.362,1996
37472,1996-04-10 08:00:00,9.2,80,5.9,998.2,0.0,0.0,205.0,2.9,60.0,0.13,7.3,0.362,1996
37473,1996-04-10 09:00:00,11.3,66,5.2,998.1,0.0,0.0,355.0,4.8,48.0,0.22,9.4,0.361,1996
37474,1996-04-10 10:00:00,12.4,61,5.1,998.2,0.0,0.0,456.0,6.6,61.0,0.29,10.6,0.36,1996
37475,1996-04-10 11:00:00,14.5,50,4.1,997.9,0.0,0.0,521.0,7.8,68.0,0.37,13.1,0.359,1996
37476,1996-04-10 12:00:00,14.9,46,3.4,997.5,0.0,0.0,499.0,8.2,67.0,0.37,13.6,0.357,1996
37477,1996-04-10 13:00:00,15.8,43,3.4,996.9,0.0,0.0,516.0,8.6,68.0,0.4,14.3,0.356,1996
37478,1996-04-10 14:00:00,15.7,43,3.2,996.3,0.0,0.0,416.0,8.9,63.0,0.34,14.5,0.355,1996
37479,1996-04-10 15:00:00,16.2,41,2.8,995.9,0.0,0.0,480.0,8.2,67.0,0.35,14.7,0.353,1996
37480,1996-04-10 16:00:00,15.6,42,2.7,995.4,0.0,0.0,266.0,7.8,68.0,0.24,14.4,0.353,1996
37481,1996-04-10 17:00:00,15.5,42,2.6,995.2,0.0,0.0,165.0,5.8,68.0,0.16,13.8,0.352,1996
37482,1996-04-10 18:00:00,14.6,44,2.4,995.2,0.0,0.0,59.0,2.1,59.0,0.06,13.0,0.352,1996
37483,1996-04-10 19:00:00,13.4,46,2.1,995.3,0.0,0.0,3.0,1.9,68.0,0.02,12.7,0.352,1996
